,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
4524,FDQ60,6.195,1,0.10954449,Baking Goods,120.4098,OUT049,1999,Medium,0,Supermarket Type1,1533.6028982058233
4525,NCM19,12.65,0,0.04742967,Others,112.0202,OUT018,2009,Medium,2,Supermarket Type2,1810.5341241157003
4526,FDF40,20.25,1,0.022512132999999997,Dairy,248.4092,OUT046,1997,Small,0,Supermarket Type1,3898.313952986675
4527,NCI30,20.25,0,0.058924378,Household,245.046,OUT035,2004,Small,1,Supermarket Type1,3702.6779009654965
4528,FDK34,13.35,0,0.038586582,Snack Foods,238.0564,OUT049,1999,Medium,0,Supermarket Type1,3580.409584574969
4529,FDA38,12.860394607036962,0,0.025356532,Dairy,239.4538,OUT027,1985,Medium,2,Supermarket Type3,4155.293420281279
4530,FDT02,12.6,0,0.024243799,Dairy,36.9874,OUT045,2002,,1,Supermarket Type1,652.2938175032323
4531,FDC11,20.5,0,0.142594879,Starchy Foods,87.7172,OUT017,2007,,1,Supermarket Type1,859.6996394208254
4532,FDD08,8.3,0,0.035354361,Fruits and Vegetables,39.9506,OUT046,1997,Small,0,Supermarket Type1,544.1891746889378
4533,NCS29,9.0,0,0.069545461,Health and Hygiene,262.9884,OUT046,1997,Small,0,Supermarket Type1,3864.3429957239896
4534,DRI03,6.03,0,0.038001328,Dairy,176.6028,OUT010,1998,,2,Grocery Store,2990.246909886915
4535,FDK48,7.445,0,0.037625107000000005,Baking Goods,73.2354,OUT035,2004,Small,1,Supermarket Type1,1145.1259926426355
4536,FDM52,15.1,0,0.026033836,Frozen Foods,149.5076,OUT049,1999,Medium,0,Supermarket Type1,2254.2400890732824
4537,FDP49,9.0,1,0.069075897,Breakfast,57.0614,OUT035,2004,Small,1,Supermarket Type1,832.0757710705475
4538,DRA24,19.35,1,0.039928237000000005,Soft Drinks,164.5868,OUT046,1997,Small,0,Supermarket Type1,2520.75394878352
4539,NCJ43,6.635,0,0.027111488,Household,172.5396,OUT049,1999,Medium,0,Supermarket Type1,2622.896941357849
4540,FDE11,17.7,1,0.135369952,Starchy Foods,183.6924,OUT045,2002,,1,Supermarket Type1,2521.851348313812
4541,FDP01,20.75,1,0.063424403,Breakfast,154.3682,OUT049,1999,Medium,0,Supermarket Type1,2235.399065747224
4542,FDQ59,9.8,1,0.05661623599999999,Breads,84.6908,OUT018,2009,Medium,2,Supermarket Type2,1428.1019801830662
4543,FDA43,12.860394607036962,0,0.11323888800000001,Fruits and Vegetables,194.5794,OUT019,1985,Small,0,Grocery Store,2738.141838479871
4544,FDL14,8.115,1,0.03234077,Canned,154.3972,OUT017,2007,,1,Supermarket Type1,2473.135050151941
4545,FDV50,14.3,0,0.0,Dairy,124.17299999999999,OUT010,1998,,2,Grocery Store,2324.368222403864
4546,FDT01,12.39452824519226,1,0.183275872,Canned,210.4902,OUT027,1985,Medium,2,Supermarket Type3,3099.8894547700183
4547,NCC42,15.0,0,0.044899912,Health and Hygiene,139.9838,OUT035,2004,Small,1,Supermarket Type1,2138.4685474755643
4548,FDO28,5.765,0,0.07229836,Frozen Foods,118.8098,OUT046,1997,Small,0,Supermarket Type1,1615.5378037509436
4549,FDD32,12.39452824519226,1,0.071666638,Fruits and Vegetables,80.6276,OUT019,1985,Small,0,Grocery Store,1223.6281706655209
4550,FDV45,16.75,0,0.045038920999999996,Snack Foods,185.8556,OUT035,2004,Small,1,Supermarket Type1,2848.275350979111
4551,NCW17,12.860394607036962,0,0.033942792,Health and Hygiene,126.5994,OUT019,1985,Small,0,Grocery Store,2023.7109815809526
4552,NCJ17,12.860394607036962,0,0.151817729,Health and Hygiene,86.0224,OUT027,1985,Medium,2,Supermarket Type3,1221.7351403530556
4553,NCF18,18.35,0,0.089120941,Household,190.5504,OUT049,1999,Medium,0,Supermarket Type1,2613.9964197045956
4554,FDP01,20.75,1,0.063454375,Breakfast,153.2682,OUT045,2002,,1,Supermarket Type1,2354.2397594002286
4555,FDH24,20.7,0,0.021474597,Baking Goods,156.9288,OUT045,2002,,1,Supermarket Type1,2515.5106825950024
4556,FDI38,12.39452824519226,1,0.014556069,Canned,208.7638,OUT027,1985,Medium,2,Supermarket Type3,3802.795340680015
4557,FDX03,15.85,1,0.061084423,Meat,44.7744,OUT035,2004,Small,1,Supermarket Type1,663.3319675537459
4558,FDY28,7.47,1,0.152150971,Frozen Foods,213.5218,OUT046,1997,Small,0,Supermarket Type1,2817.6675706260903
4559,FDN34,15.6,1,0.045950668,Snack Foods,170.8132,OUT018,2009,Medium,2,Supermarket Type2,2803.521032026765
4560,FDJ02,17.2,1,0.02521782,Canned,148.5418,OUT045,2002,,1,Supermarket Type1,2452.4223543148473
4561,FDW40,12.39452824519226,1,0.184096112,Frozen Foods,140.7812,OUT019,1985,Small,0,Grocery Store,1673.010786182589
4562,FDX03,15.85,1,0.06144156,Meat,43.4744,OUT017,2007,,1,Supermarket Type1,608.1323575854585
4563,FDE17,12.39452824519226,1,0.054191792,Frozen Foods,152.1366,OUT027,1985,Medium,2,Supermarket Type3,2750.5410406293595
4564,FDT58,9.0,0,0.085954716,Snack Foods,167.4816,OUT046,1997,Small,0,Supermarket Type1,2307.7891772391813
4565,FDI38,13.35,1,0.014614728,Canned,207.9638,OUT013,1987,High,2,Supermarket Type1,3766.1085528591866
4566,FDW22,9.695,1,0.030284659,Snack Foods,223.3114,OUT035,2004,Small,1,Supermarket Type1,3584.5901669458035
4567,FDS15,12.39452824519226,1,0.07768258900000001,Meat,109.2596,OUT027,1985,Medium,2,Supermarket Type3,1981.9981691909925
4568,NCX06,17.6,0,0.01567399,Household,181.9976,OUT013,1987,High,2,Supermarket Type1,3272.7367013543735
4569,DRK47,7.905,0,0.064052266,Hard Drinks,229.9694,OUT035,2004,Small,1,Supermarket Type1,3467.9525556016742
4570,FDC23,12.860394607036962,0,0.017819491,Starchy Foods,178.0686,OUT027,1985,Medium,2,Supermarket Type3,3233.0650424452433
4571,FDM56,16.7,0,0.117486329,Fruits and Vegetables,107.4912,OUT010,1998,,2,Grocery Store,1552.4567803880382
4572,FDP21,7.42,1,0.025740842000000003,Snack Foods,190.0872,OUT046,1997,Small,0,Supermarket Type1,2999.99699595094
4573,FDP58,11.1,0,0.135142318,Snack Foods,218.8482,OUT046,1997,Small,0,Supermarket Type1,2890.294509306579
4574,FDA27,12.39452824519226,1,0.054150290999999996,Dairy,254.7672,OUT019,1985,Small,0,Grocery Store,4008.0797998833004
4575,FDK41,12.860394607036962,0,0.22330909100000002,Frozen Foods,85.5224,OUT019,1985,Small,0,Grocery Store,565.709433356762
4576,NCH42,6.86,0,0.03653732,Household,230.601,OUT046,1997,Small,0,Supermarket Type1,3507.1439172074934
4577,FDG29,17.6,0,0.056406081,Frozen Foods,42.5454,OUT045,2002,,1,Supermarket Type1,590.7393459489613
4578,FDW15,15.35,1,0.055338105,Meat,150.4734,OUT018,2009,Medium,2,Supermarket Type2,2446.983211063907
4579,FDD28,10.695,0,0.053513977000000004,Frozen Foods,59.1904,OUT018,2009,Medium,2,Supermarket Type2,965.9449583231908
4580,FDQ37,20.75,0,0.08939944400000001,Breakfast,193.9478,OUT049,1999,Medium,0,Supermarket Type1,2661.366895593994
4581,FDC23,18.0,0,0.017902816999999998,Starchy Foods,178.2686,OUT035,2004,Small,1,Supermarket Type1,2845.408784676594
4582,FDV13,17.35,1,0.027605646,Canned,88.9856,OUT035,2004,Small,1,Supermarket Type1,1493.159643417559
4583,FDK33,17.85,0,0.01123525,Snack Foods,211.856,OUT046,1997,Small,0,Supermarket Type1,3305.4544465719046
4584,FDO33,14.75,0,0.08924812900000001,Snack Foods,113.1518,OUT013,1987,High,2,Supermarket Type1,1888.7039683839357
4585,FDN21,18.6,0,0.077290355,Snack Foods,161.9236,OUT017,2007,,1,Supermarket Type1,2299.7984484926637
4586,NCW06,12.860394607036962,0,0.050096660999999994,Household,192.4162,OUT027,1985,Medium,2,Supermarket Type3,3316.629974639516
4587,FDI38,13.35,1,0.014624135,Canned,207.2638,OUT035,2004,Small,1,Supermarket Type1,3396.2071543851343
4588,FDC21,12.39452824519226,1,0.04275079,Fruits and Vegetables,107.7254,OUT027,1985,Medium,2,Supermarket Type3,2109.2237842007635
4589,NCS05,11.5,0,0.020978072,Health and Hygiene,132.8942,OUT046,1997,Small,0,Supermarket Type1,2046.386128306276
4590,NCN53,5.175,0,0.030402657000000003,Health and Hygiene,37.0874,OUT049,1999,Medium,0,Supermarket Type1,504.341734668822
4591,FDV40,17.35,0,0.024591033999999998,Frozen Foods,74.8038,OUT010,1998,,2,Grocery Store,1444.655296049892
4592,FDG60,20.35,0,0.061043068,Baking Goods,233.0616,OUT017,2007,,1,Supermarket Type1,3473.4885562995332
4593,NCY30,12.860394607036962,0,0.025827577999999997,Household,182.7976,OUT027,1985,Medium,2,Supermarket Type3,3271.9860248961013
4594,FDM40,10.195,0,0.160261305,Frozen Foods,141.0154,OUT045,2002,,1,Supermarket Type1,1686.3840300556367
4595,NCO30,19.5,0,0.0,Household,183.3608,OUT046,1997,Small,0,Supermarket Type1,2907.879871777648
4596,FDK10,5.785,1,0.04035886,Snack Foods,181.36599999999999,OUT046,1997,Small,0,Supermarket Type1,2804.023674939359
4597,FDM36,11.65,1,0.058849939000000004,Baking Goods,172.7422,OUT045,2002,,1,Supermarket Type1,2693.259483176087
4598,FDN10,11.5,0,0.046085420999999994,Snack Foods,117.6124,OUT013,1987,High,2,Supermarket Type1,2150.5607189291113
4599,FDM46,7.365,0,0.160619486,Snack Foods,93.61200000000001,OUT018,2009,Medium,2,Supermarket Type2,1044.0269832207778
4600,FDX50,20.1,0,0.074743226,Dairy,111.5228,OUT049,1999,Medium,0,Supermarket Type1,1443.81979231504
4601,FDP33,18.7,0,0.0894533,Snack Foods,254.3672,OUT045,2002,,1,Supermarket Type1,3740.6675501850877
4602,FDO12,15.75,0,0.0,Baking Goods,194.8452,OUT045,2002,,1,Supermarket Type1,3206.980106342693
4603,FDC28,7.905,0,0.05494116,Frozen Foods,110.4254,OUT013,1987,High,2,Supermarket Type1,2006.8623857249295
4604,FDO31,6.76,1,0.02904146,Fruits and Vegetables,80.796,OUT045,2002,,1,Supermarket Type1,1400.6951547501667
4605,FDX45,16.75,0,0.10483596699999999,Snack Foods,154.863,OUT035,2004,Small,1,Supermarket Type1,2107.556209578481
4606,FDV21,11.5,0,0.17134893399999998,Snack Foods,125.7704,OUT049,1999,Medium,0,Supermarket Type1,1262.8930877034472
4607,FDH04,6.115,1,0.011390653999999998,Frozen Foods,91.0488,OUT049,1999,Medium,0,Supermarket Type1,1501.5861188622293
4608,NCG54,12.1,0,0.079739853,Household,169.4106,OUT013,1987,High,2,Supermarket Type1,2809.633716742672
4609,FDO13,7.865,0,0.061059672,Breakfast,162.7526,OUT046,1997,Small,0,Supermarket Type1,2343.9284904335145
4610,FDA09,12.39452824519226,1,0.148643089,Snack Foods,179.766,OUT027,1985,Medium,2,Supermarket Type3,2771.7801545590155
4611,FDC38,15.7,0,0.123186843,Canned,133.5942,OUT017,2007,,1,Supermarket Type1,1665.7884323635008
4612,NCO42,21.25,0,0.024655594,Household,144.0102,OUT046,1997,Small,0,Supermarket Type1,2186.0371465572753
4613,FDL45,15.6,0,0.037746432,Snack Foods,123.8704,OUT049,1999,Medium,0,Supermarket Type1,1803.9113526559995
4614,NCK31,10.895,0,0.027025266000000003,Others,52.2666,OUT013,1987,High,2,Supermarket Type1,1217.6435538250698
4615,FDM39,6.42,0,0.053773114000000004,Dairy,179.0002,OUT017,2007,,1,Supermarket Type1,2688.810830047976
4616,FDC22,6.89,1,0.228353164,Snack Foods,192.482,OUT010,1998,,2,Grocery Store,2489.720442969163
4617,FDF46,7.07,0,0.093671176,Snack Foods,115.3834,OUT046,1997,Small,0,Supermarket Type1,1467.475833268818
4618,FDQ37,20.75,0,0.08944169,Breakfast,192.0478,OUT045,2002,,1,Supermarket Type1,2767.710743678439
4619,FDH41,9.0,0,0.137270472,Frozen Foods,213.4534,OUT010,1998,,2,Grocery Store,3128.795799187523
4620,FDQ04,6.4,0,0.084753606,Frozen Foods,40.2796,OUT046,1997,Small,0,Supermarket Type1,339.022130935311
4621,NCQ02,12.860394607036962,0,0.0,Household,189.2556,OUT027,1985,Medium,2,Supermarket Type3,3484.1496269750605
4622,FDJ57,12.39452824519226,1,0.021469174,Seafood,187.6582,OUT027,1985,Medium,2,Supermarket Type3,3444.6030607521243
4623,NCE07,8.18,0,0.013150445,Household,140.6154,OUT049,1999,Medium,0,Supermarket Type1,2183.9619483875213
4624,FDE56,17.25,1,0.159062948,Fruits and Vegetables,60.2194,OUT013,1987,High,2,Supermarket Type1,836.271536447286
4625,FDI20,19.1,0,0.038623716,Fruits and Vegetables,209.6586,OUT049,1999,Medium,0,Supermarket Type1,3128.2985303981695
4626,FDK36,7.09,0,0.0,Baking Goods,49.1034,OUT018,2009,Medium,2,Supermarket Type2,1046.9219605078142
4627,FDP08,12.39452824519226,1,0.111865695,Fruits and Vegetables,191.8478,OUT027,1985,Medium,2,Supermarket Type3,3118.781221748639
4628,FDF44,7.17,1,0.060065869,Fruits and Vegetables,130.9968,OUT017,2007,,1,Supermarket Type1,1990.9117482669208
4629,NCU53,5.485,0,0.042993634,Health and Hygiene,167.3842,OUT017,2007,,1,Supermarket Type1,2556.4153848737515
4630,FDF47,20.85,0,0.097599775,Starchy Foods,224.8746,OUT035,2004,Small,1,Supermarket Type1,3220.5685650157247
4631,FDS55,7.02,0,0.135852194,Fruits and Vegetables,149.7734,OUT010,1998,,2,Grocery Store,2147.9302919088914
4632,FDZ52,19.2,0,0.167504237,Frozen Foods,110.5886,OUT010,1998,,2,Grocery Store,1379.8463165237263
4633,FDL04,19.0,0,0.112379351,Frozen Foods,105.3622,OUT018,2009,Medium,2,Supermarket Type2,1414.7468431114285
4634,NCM26,20.5,0,0.023138823,Others,152.734,OUT035,2004,Small,1,Supermarket Type1,2421.13028522853
4635,FDX43,5.655,0,0.0,Fruits and Vegetables,168.05,OUT049,1999,Medium,0,Supermarket Type1,2672.0709785274776
4636,FDP52,18.7,1,0.070801636,Frozen Foods,227.801,OUT049,1999,Medium,0,Supermarket Type1,3349.363091960189
4637,DRK49,14.15,0,0.036016611000000004,Soft Drinks,41.4138,OUT045,2002,,1,Supermarket Type1,667.4664810950162
4638,FDE38,6.52,0,0.04457004,Canned,165.3842,OUT013,1987,High,2,Supermarket Type1,2909.0521843009665
4639,DRF13,12.1,0,0.029775731,Soft Drinks,145.2444,OUT035,2004,Small,1,Supermarket Type1,2290.871946997937
4640,FDK41,14.3,0,0.213478694,Frozen Foods,84.9224,OUT010,1998,,2,Grocery Store,790.4830370455493
4641,FDJ04,12.860394607036962,0,0.123849384,Frozen Foods,120.0124,OUT027,1985,Medium,2,Supermarket Type3,1871.4100501748617
4642,FDZ44,8.185,0,0.038886823,Fruits and Vegetables,118.5808,OUT018,2009,Medium,2,Supermarket Type2,1957.477238643456
4643,FDS11,7.05,1,0.055512274,Breads,225.7088,OUT013,1987,High,2,Supermarket Type1,3876.443440912579
4644,FDA55,17.2,1,0.05707763,Fruits and Vegetables,224.8088,OUT049,1999,Medium,0,Supermarket Type1,3364.8494565866968
4645,NCW53,18.35,0,0.030495077000000002,Health and Hygiene,194.0162,OUT046,1997,Small,0,Supermarket Type1,2943.768051984971
4646,FDB49,12.39452824519226,1,0.0,Baking Goods,99.8384,OUT027,1985,Medium,2,Supermarket Type3,2171.4528085280654
4647,FDD23,9.5,1,0.048960915,Starchy Foods,188.1898,OUT017,2007,,1,Supermarket Type1,2924.4175860670475
4648,NCV42,6.26,0,0.031485703999999996,Household,110.0228,OUT045,2002,,1,Supermarket Type1,1768.295163511233
4649,NCZ29,15.0,0,0.071662195,Health and Hygiene,127.7362,OUT018,2009,Medium,2,Supermarket Type2,1945.9979231832258
4650,FDQ26,13.5,1,0.067815921,Dairy,58.0562,OUT013,1987,High,2,Supermarket Type1,1203.964659099889
4651,FDV08,7.35,0,0.028756672999999996,Fruits and Vegetables,40.5454,OUT017,2007,,1,Supermarket Type1,641.7366300852336
4652,FDC53,8.68,0,0.008849431,Frozen Foods,99.9384,OUT049,1999,Medium,0,Supermarket Type1,1568.9569525201296
4653,FDV58,20.85,0,0.20294826800000001,Snack Foods,197.4452,OUT010,1998,,2,Grocery Store,2574.633255358207
4654,NCP02,12.860394607036962,0,0.078454358,Household,58.3562,OUT019,1985,Small,0,Grocery Store,769.6839668724788
4655,DRI37,15.85,0,0.107816091,Soft Drinks,56.8904,OUT045,2002,,1,Supermarket Type1,594.6229131975597
4656,FDQ12,12.65,0,0.035465802000000005,Baking Goods,229.601,OUT049,1999,Medium,0,Supermarket Type1,3463.632182748075
4657,FDE33,19.35,1,0.049635605,Fruits and Vegetables,76.5644,OUT046,1997,Small,0,Supermarket Type1,1109.6052032931184
4658,FDX27,20.7,1,0.11434852300000001,Dairy,95.0436,OUT045,2002,,1,Supermarket Type1,1228.531572880318
4659,FDM22,14.0,1,0.042195095999999994,Snack Foods,51.56399999999999,OUT017,2007,,1,Supermarket Type1,820.5016792383649
4660,NCH30,12.860394607036962,0,0.117578079,Household,113.88600000000001,OUT019,1985,Small,0,Grocery Store,1464.212303891778
4661,FDC04,15.6,0,0.045240103,Dairy,241.7854,OUT017,2007,,1,Supermarket Type1,3685.9887113216973
4662,FDO38,17.25,0,0.072839052,Canned,79.7986,OUT046,1997,Small,0,Supermarket Type1,985.9559169420936
4663,FDV52,12.39452824519226,1,0.12093225099999999,Frozen Foods,117.0466,OUT027,1985,Medium,2,Supermarket Type3,1916.0559167255815
4664,FDB32,20.6,0,0.023433422000000002,Fruits and Vegetables,94.5778,OUT013,1987,High,2,Supermarket Type1,1874.0485147481158
4665,FDV43,16.0,0,0.077168705,Fruits and Vegetables,46.5086,OUT018,2009,Medium,2,Supermarket Type2,656.9307410629408
4666,FDI24,10.3,0,0.079064574,Baking Goods,178.237,OUT018,2009,Medium,2,Supermarket Type2,2707.86817352489
4667,FDR40,9.1,1,0.008079833,Frozen Foods,81.7618,OUT017,2007,,1,Supermarket Type1,1446.4960096737595
4668,FDW02,4.805,1,0.037758036,Dairy,124.5704,OUT049,1999,Medium,0,Supermarket Type1,1911.289210344752
4669,FDE44,14.65,0,0.171654513,Fruits and Vegetables,48.4692,OUT049,1999,Medium,0,Supermarket Type1,53.56971204535148
4670,FDL38,13.8,1,0.014733108,Canned,89.4172,OUT046,1997,Small,0,Supermarket Type1,1470.3649071073305
4671,NCT54,8.695,0,0.0,Household,96.0094,OUT010,1998,,2,Grocery Store,1896.2652488417807
4672,DRJ39,20.25,0,0.060802383,Dairy,219.7482,OUT010,1998,,2,Grocery Store,3537.4372775262673
4673,FDW55,12.6,1,0.022004053,Fruits and Vegetables,248.6092,OUT049,1999,Medium,0,Supermarket Type1,3894.945337502726
4674,DRF13,12.860394607036962,0,0.052143322,Soft Drinks,144.5444,OUT019,1985,Small,0,Grocery Store,2224.117715118078
4675,NCW17,18.0,0,0.019416374,Health and Hygiene,129.5994,OUT049,1999,Medium,0,Supermarket Type1,1968.0362988860034
4676,FDP13,8.1,1,0.134298156,Canned,40.448,OUT035,2004,Small,1,Supermarket Type1,293.15660138662497
4677,FDS08,5.735,0,0.057193256,Fruits and Vegetables,174.437,OUT018,2009,Medium,2,Supermarket Type2,2751.4825353926026
4678,NCP17,19.35,0,0.0,Health and Hygiene,62.6168,OUT035,2004,Small,1,Supermarket Type1,1121.5126204000699
4679,NCO53,16.2,0,0.175151361,Health and Hygiene,182.1608,OUT035,2004,Small,1,Supermarket Type1,2229.010443706851
4680,FDH19,19.35,0,0.033155576,Meat,173.9738,OUT045,2002,,1,Supermarket Type1,2732.5191659188276
4681,FDJ04,18.0,0,0.125156,Frozen Foods,119.8124,OUT017,2007,,1,Supermarket Type1,1438.807059474333
4682,FDG10,6.63,1,0.010956306,Snack Foods,56.9588,OUT049,1999,Medium,0,Supermarket Type1,972.2888250458091
4683,FDA40,16.0,1,0.166159652,Frozen Foods,87.5856,OUT010,1998,,2,Grocery Store,1110.882907004103
4684,FDI53,8.895,1,0.137924102,Frozen Foods,161.9236,OUT045,2002,,1,Supermarket Type1,2187.8640771833852
4685,FDU09,7.71,1,0.11146995900000001,Snack Foods,56.0956,OUT010,1998,,2,Grocery Store,872.3643061487346
4686,FDK60,16.5,1,0.09405464,Baking Goods,98.3068,OUT045,2002,,1,Supermarket Type1,1374.5395627866164
4687,FDR43,18.2,0,0.16240296,Fruits and Vegetables,34.819,OUT017,2007,,1,Supermarket Type1,-44.698684719969606
4688,FDW22,9.695,1,0.030461721,Snack Foods,220.0114,OUT017,2007,,1,Supermarket Type1,3499.060037975014
4689,DRP47,15.75,0,0.235341126,Hard Drinks,252.1382,OUT010,1998,,2,Grocery Store,3294.3329560713537
4690,DRG48,5.78,0,0.024362196000000003,Soft Drinks,145.8102,OUT010,1998,,2,Grocery Store,2570.7151969121005
4691,FDA14,16.1,0,0.065170902,Dairy,146.17600000000002,OUT035,2004,Small,1,Supermarket Type1,2145.1514477489254
4692,FDU49,19.5,1,0.030668817999999997,Canned,87.954,OUT013,1987,High,2,Supermarket Type1,1819.0111715502753
4693,FDK28,5.695,0,0.065722924,Frozen Foods,256.9646,OUT045,2002,,1,Supermarket Type1,3906.8502050265342
4694,FDT19,7.59,1,0.14504086,Fruits and Vegetables,173.608,OUT046,1997,Small,0,Supermarket Type1,2227.3601897963017
4695,NCQ42,20.35,0,0.039347842,Household,125.2678,OUT045,2002,,1,Supermarket Type1,1946.3495161269675
4696,FDD03,13.3,0,0.079968115,Dairy,234.43,OUT045,2002,,1,Supermarket Type1,3481.184995684802
4697,NCM53,18.75,0,0.051997608,Health and Hygiene,108.32799999999999,OUT013,1987,High,2,Supermarket Type1,1967.672550938547
4698,NCX53,20.1,0,0.014968132,Health and Hygiene,140.8154,OUT045,2002,,1,Supermarket Type1,2294.081498213487
4699,FDV14,12.860394607036962,0,0.044281997000000003,Dairy,85.8856,OUT027,1985,Medium,2,Supermarket Type3,1684.7288506540244
4700,NCZ54,14.65,0,0.083830905,Household,161.4552,OUT017,2007,,1,Supermarket Type1,2271.251397795284
4701,FDB39,11.6,0,0.038486905,Dairy,55.4272,OUT013,1987,High,2,Supermarket Type1,1215.9765448932012
4702,DRC24,17.85,0,0.024821278,Soft Drinks,153.4998,OUT046,1997,Small,0,Supermarket Type1,2338.978165976867
4703,FDY36,12.3,0,0.009402696,Baking Goods,74.138,OUT013,1987,High,2,Supermarket Type1,1631.5690081797293
4704,FDN01,8.895,0,0.0,Breakfast,176.637,OUT035,2004,Small,1,Supermarket Type1,2913.665356555128
4705,DRH25,18.7,0,0.01459303,Soft Drinks,52.7324,OUT046,1997,Small,0,Supermarket Type1,814.2993819163748
4706,FDV08,7.35,0,0.0,Fruits and Vegetables,43.8454,OUT046,1997,Small,0,Supermarket Type1,759.3793189727949
4707,NCP53,14.75,0,0.032941482,Health and Hygiene,238.8906,OUT049,1999,Medium,0,Supermarket Type1,3615.3108266417184
4708,FDU52,7.56,0,0.0,Frozen Foods,156.563,OUT010,1998,,2,Grocery Store,2840.1776806216803
4709,NCI42,18.75,0,0.010386567,Household,206.9954,OUT045,2002,,1,Supermarket Type1,3345.7099626269955
